Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Wtime Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Consensus Panel,Consensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Position,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Position,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Position,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Position,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Position,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Position,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Position,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Position,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Dte,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,Unnamed: 253,Predicted_Win_Percentage
RANDWICK INS,2,VALE BETTY LANE HOLLAND MDN PLATE,1300,"100,000",3Y-MSW,Claim,02.35 pm,25/10/2023,4,'33x5,5.0,3.0,3.0,,STAND ASIDE,7.0,57.0,8.0,88.0,78.0,3,0,2,0.0,67.0,eq,+ 3.5,up,7300,14,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,5,6,4,7,4,3,3.0,11.0,G WATERHOUSE & A BOTT,3,C,A. Hyeronimus,,M4,M4,0.79,0.82,1.05,A,A,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,03/06/2023,31.5,34.5,,,,,,,26.0,11/10/23,34.5,03/06/23,,,34.5,03/06/23,34.0,17/05/23,,0.0,1.0,2.0,0.0,1.0,1.0,26.0,26.0,11/10/2023,5.0,31.5,34.5,03/06/2023,3.0,30.5,34.0,17/05/2023,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,31,170,40,56,262,0,0,1,111,128,540,348,507,1974,188,210,861,22,21,71,1200.0,5.4,57.0,1300.0,3.1,56.5,1100.0,1.2,58.0,,,,WFRM,3Y-MSW,ROSE,2YO,WFRM,2Y-MDN,,,CAPITALIST,JANAST,REDOUTE'S CHOICE,RANDWICK,,,9.0,4.2,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,85.8
RANDWICK INS,2,VALE BETTY LANE HOLLAND MDN PLATE,1300,"100,000",3Y-MSW,Claim,02.35 pm,25/10/2023,5,'   2,2.0,,,,TAIPAN LEGEND,6.0,57.0,2.7,100.0,100.0,1,0,1,0.0,100.0,eq,+  .5,up,8000,18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,2,2,2,1.0,24.0,RICHARD & WILL FREEDMAN,3,G,J. Parr,,F1,O2,1.03,1.14,1.05,A,E,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,35.5,07/10/23,,,,,35.5,07/10/23,,,,0.0,0.0,0.0,0.0,0.0,0.0,35.5,35.5,07/10/2023,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,53,239,53,93,402,0,0,0,5,27,92,11,40,137,48,97,347,1,5,15,1200.0,0.8,56.5,,,,,,,,,,KEMB,3Y+MSW,,,,,,,WRITTEN TYCOON,RAHY STORM (USA),RAHY (USA),ROSEHILL,,,2.8,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,92.4
RANDWICK INS,2,VALE BETTY LANE HOLLAND MDN PLATE,1300,"100,000",3Y-MSW,Claim,02.35 pm,25/10/2023,6,' 44x,4.0,4.0,,,VANQUISHED,4.0,57.0,5.0,94.0,83.0,2,0,0,0.0,0.0,eq,+ 1.0,up,3475,175,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,9,0,6,8,4.0,5.0,G WATERHOUSE & A BOTT,3,G,B. Prebble,,G2,O2,0.70,0.89,0.98,A,A,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19/04/2023,28.0,32.5,,,,,,,,,32.5,19/04/23,,,32.5,19/04/23,32.5,19/04/23,,0.0,0.0,2.0,0.0,0.0,0.0,26.5,30.5,03/05/2023,4.0,28.0,32.5,19/04/2023,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,60,277,40,98,391,0,0,0,111,128,540,348,507,1974,188,210,861,8,10,34,1200.0,3.4,56.0,1200.0,2.7,56.5,,,,,,,CANT,2Y-MSW,WFRM,2Y-MDN,,,,,VANCOUVER,POCKET POWER (USA),GIANT'S CAUSEWAY (USA),RANDWICK,,,3.7,5.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,72.6
RANDWICK INS,2,VALE BETTY LANE HOLLAND MDN PLATE,1300,"100,000",3Y-MSW,Claim,02.35 pm,25/10/2023,7,'   x,,,,,CHEERGAL,1.0,55.0,,0.0,0.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ANNABEL NEASHAM,3,F,Jett Stanley,a2.0,na,na,na,na,na,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,25,116,62,126,497,0,0,0,44,79,325,119,233,775,175,317,1094,16,30,76,,,,,,,,,,,,,,,,,,,,,SO YOU THINK (NZ),BRING CHEER,SEBRING,WARWICK FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
RANDWICK INS,2,VALE BETTY LANE HOLLAND MDN PLATE,1300,"100,000",3Y-MSW,Claim,02.35 pm,25/10/2023,8,'   6,6.0,,,,DEEBUZ,3.0,55.0,26.0,75.0,65.0,1,0,0,0.0,0.0,eq,+ 1.0,up,1150,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,9,8,6,7,7,,,BRAD WIDDUP,3,F,Rachel King,,S8,M7,0.67,1.38,1.13,B,D,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,32.5,08/10/23,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.5,32.5,08/10/2023,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,62,362,52,115,616,0,0,1,18,25,135,54,113,400,60,107,448,0,2,5,1100.0,3.0,55.5,,,,,,,,,,HAWK,FM-MSW,,,,,,,DUNDEEL (NZ),ABSOLUTE PLEASURE,TRADE FAIR (GB),HAWKESBURY,,,51.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,92.4
RANDWICK INS,2,VALE BETTY LANE HOLLAND MDN PLATE,1300,"100,000",3Y-MSW,Claim,02.35 pm,25/10/2023,9,'   8,8.0,,,,INQUISITIVE LEGEND,,55.0,,,,1,0,0,0.0,0.0,,,,1050,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,8,7,5,9,9,,,LEE & CHERIE CURTIS,3,F,,,M5,O4,0.39,1.04,1.13,B,A,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,30.5,08/10/23,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30.5,30.5,08/10/2023,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,7,52,4,9,55,8,19,114,0,0,0,1100.0,4.2,55.5,,,,,,,,,,HAWK,FM-MSW,,,,,,,ZOUSTAR,ASK ME HOW I KNOW,NOT A SINGLE DOUBT,ROSEHILL,,,21.0,,,,Scratched,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,66.0
RANDWICK INS,2,VALE BETTY LANE HOLLAND MDN PLATE,1300,"100,000",3Y-MSW,Claim,02.35 pm,25/10/2023,10,'  63,3.0,6.0,,,PAJANTI,2.0,55.0,17.0,80.0,72.0,2,0,1,0.0,50.0,eq,+ 3.5,up,5450,14,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,7,6,4,8,6,,,G RYAN & S ALEXIOU,3,F,Tim Clark,,M5,M5,0.98,0.87,0.92,B,A,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,34.5,28/09/23,,,,,27.5,11/10/23,34.5,28/09/23,,0.0,1.0,1.0,0.0,0.0,0.0,27.5,27.5,11/10/2023,3.0,34.0,34.5,28/09/2023,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,83,357,81,133,522,0,0,0,25,63,228,88,171,607,69,128,475,8,11,36,1200.0,4.7,55.5,1100.0,2.4,56.5,,,,,,,WFRM,3Y-MSW,WYON,FM-MDN,,,,,PIERRO,CRYSTAL FLUTE,ENCOSTA DE LAGO,ROSEHILL,,,13.0,3.5,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,92.4
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,1,'6231,1.0,3.0,2.0,6.0,CASUAL CONNECTION (NZ),6.0,59.0,4.5,100.0,100.0,18,4,7,22.0,39.0,up,+  .0,eq,9008,14,0,1,1,2,2,5,0,1,1,0,0,0,2,2,7,1,4,7,1,1,4,1,1,3,2,1,2,1.0,20.0,J G SARGENT,5,G,L. Magorrian,,M4,O3,1.10,1.01,1.13,A,C,7.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,25/04/2023,39.5,40.5,,,,,,,44.5,11/10/23,44.0,14/03/23,42.0,22/10/22,44.5,11/10/23,44.0,14/03/23,1600 (2) 2400 (2),1.0,1.0,3.0,0.0,0.0,0.0,44.5,44.5,11/10/2023,1.0,42.5,42.5,02/10/2023,3.0,43.5,43.5,20/09/2023,2.0,36.5,36.5,09/09/2023,6.0,39.5,39.5,26/08/2023,6.0,40.5,40.5,12/08/2023,9.0,39.5,40.5,25/04/2023,3.0,41.5,42.5,10/04/2023,1.0,41.0,43.0,11/02/2023,37.5,41.0,24/09/2022,,,,,,,,,,,,,2,3,17,29,60,261,2,2,4,17,27,143,47,93,405,44,73,334,4,6,12,2400.0,0.1,58.5,2200.0,1.2,58.5,2110.0,0.2,58.0,2400.0,4.2,54.5,WFRM,BM-72,WFRM,BM-72,WFRM,BM-72,ROSE,BM-78,COMPLACENT,CASUAL FLING (NZ),O'REILLY (NZ),RANDWICK,40.5,25/04/23,9.0,9.0,9.0,6.0,,11/10/23,9,10/04/23,18,11/02/23,11,24/09/22,14.0,,,,,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,10.0,0.0,1.0,2.0,58.0,58.0,54.5,52.0,,92.4
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,2,'9445,5.0,4.0,4.0,9.0,CHATEAUX PARK (NZ),1.0,58.0,9.0,83.0,86.0,46,5,17,11.0,37.0,up,+  .0,eq,6979,14,2,0,4,1,1,5,0,0,0,0,0,0,1,6,19,2,5,15,2,6,12,5,5,2,1,2,6,3.0,10.0,J C COYLE,7,G,Tyler Schiller,,S7,B7,1.10,1.31,1.24,C,E,11.0,0.0,2.0,7.0,1.0,2.0,7.0,1.0,3.0,6.0,0.0,4.0,6.0,1.0,2.0,5.0,0.0,3.0,4.0,2.0,1.0,11.0,0.0,0.0,0.0,,,,,,,,,,44.5,20/09/23,45.0,24/02/23,44.5,03/08/22,44.0,11/10/23,45.0,24/02/23,1350 1600 1800 (2) 2200,0.0,3.0,6.0,0.0,0.0,2.0,44.0,44.0,11/10/2023,5.0,43.5,43.5,02/10/2023,4.0,44.5,44.5,20/09/2023,4.0,34.5,34.5,02/09/2023,9.0,42.0,42.0,19/08/2023,2.0,43.0,43.0,09/08/2023,1.0,41.0,41.0,26/07/2023,3.0,34.5,34.5,12/07/2023,8.0,44.5,44.5,20/07/2022,40.0,40.0,27/04/2022,40.5,40.5,15/09/2021,35.5,38.0,16/12/2020,,,,,,,63,130,584,125,246,1045,1,1,4,7,15,115,46,117,478,23,55,379,2,2,19,2400.0,1.1,59.5,2200.0,1.3,59.5,2110.0,0.5,59.5,2400.0,11.0,54.0,WFRM,BM-72,WFRM,BM-72,WFRM,BM-72,RAND,LISTED,OCEAN PARK (NZ),VAL DE LOIRE (NZ),MONTJEU (IRE),WARWICK FARM,44.5,20/07/22,2.7,3.5,2.7,51.0,,09/08/23,14,20/07/22,11,27/04/22,7,15/09/21,12.0,16/12/20,19.0,,,1.0,2.0,7.0,0.0,7.0,7.0,4.0,4.0,15.0,0.0,4.0,17.0,55.0,57.0,57.0,58.0,,79.2
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,3,'5601,1.0,0.0,6.0,5.0,SPEYCASTER (GB),7.0,57.0,8.0,86.0,91.0,11,2,2,18.0,18.0,up,+ 4.5,up,4699,17,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,0,1,5,0,0,0,4,4,6,4,7,7,,,C J WALLER,5,G,Tommy Berry,,S8,B7,0.86,1.15,1.15,A,B,5.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,42.5,08/10/23,19.0,23/09/22,41.0,06/04/22,28.5,13/05/22,41.0,06/04/22,1609 2000,0.0,2.0,5.0,1.0,0.0,3.0,42.5,42.5,08/10/2023,1.0,23.5,23.5,23/09/2023,10.0,39.0,39.0,06/09/2023,6.0,42.5,42.5,16/08/2023,5.0,15.5,19.0,23/09/2022,9.0,30.5,35.0,02/07/2022,4.0,23.0,28.5,13/05/2022,6.0,35.0,41.0,06/04/2022,3.0,34.0,43.5,26/11/2021,,,,,,,,,,,,,,,,16,35,155,23,55,209,0,0,0,138,256,1302,907,1652,6144,284,481,2322,4,18,48,2000.0,0.2,59.0,2000.0,13.5,53.5,1800.0,3.1,54.0,1600.0,2.2,61.0,HAWK,3Y+CL1,CAUL,BM-78,SANH,BM-78,SANL,BM-64,HIGHLAND REEL (IRE),EXAMINEE (GER),MONSUN (GER),ROSEHILL,,,11.0,5.5,9.0,8.5,,08/10/23,15,26/11/21,60,,,,,,,,,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,5.0,57.0,56.0,58.0,62.0,,85.8
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,4,'x049,9.0,4.0,0.0,,FATHER'S DAY (IRE),5.0,55.5,34.0,69.0,74.0,16,3,4,19.0,25.0,up,+  .0,eq,5775,14,0,0,2,0,1,4,0,0,0,0,0,0,1,2,7,1,2,6,1,0,3,8,7,4,8,8,8,,,BJORN BAKER,6,G,Rachel King,,G2,O4,0.88,1.01,1.13,A,A,4.0,0.0,2.0,5.0,1.0,2.0,5.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29/03/2023,14.0,14.0,14/09/2022,44.5,44.5,,,,39.0,11/10/23,44.0,15/02/23,44.5,14/09/22,39.0,11/10/23,44.0,15/02/23,1600 2000 2140,0.0,0.0,2.0,0.0,0.0,0.0,39.0,39.0,11/10/2023,9.0,23.5,23.5,28/09/2023,4.0,14.5,14.5,06/09/2023,10.0,14.0,14.0,29/03/2023,8.0,14.0,14.0,11/03/2023,12.0,44.0,44.0,15/02/2023,6.0,43.0,43.0,26/01/2023,8.0,33.0,33.0,28/09/2022,9.0,44.5,44.5,14/09/2022,42.5,42.5,03/09/2022,40.5,40.5,26/08/2022,,,,,,,,,,26,62,362,52,115,616,0,0,0,35,61,313,226,353,1421,106,163,745,18,29,138,2400.0,5.8,58.0,2100.0,16.2,60.5,1400.0,29.3,58.5,2200.0,32.5,56.5,WFRM,BM-72,WYON,BM-64,RANI,BM-72,WFRM,BM-78,GALILEO (IRE),FIRE LILY (IRE),DANSILI (GB),WARWICK FARM,44.0,15/02/23,26.0,12.0,101.0,21.0,,14/09/22,11,03/09/22,8,26/08/22,17,,,,,,,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,5.0,55.5,58.0,60.0,58.0,,72.6
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,5,'6312,2.0,1.0,3.0,6.0,IZFALLINGDOWN,2.0,55.5,5.5,90.0,97.0,26,5,7,19.0,27.0,up,+  .0,eq,5392,14,0,0,0,1,1,3,0,0,0,0,0,0,2,3,13,1,3,10,2,1,3,3,2,5,3,3,1,2.0,13.0,T & P VIGOUROUX,7,M,Ms K. O'Hara,,G3,O2,na,na,na,na,na,8.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,6.0,0.0,0.0,1.0,15/12/2022,35.5,35.5,,,,,,,45.5,11/10/23,43.5,22/01/23,40.0,29/04/22,45.5,11/10/23,43.5,22/01/23,1300 1600 (2) 2100 2400,0.0,0.0,0.0,0.0,2.0,5.0,45.5,45.5,11/10/2023,2.0,43.5,43.5,27/09/2023,1.0,42.5,42.5,08/09/2023,3.0,40.0,40.0,20/08/2023,6.0,35.5,35.5,08/08/2023,6.0,41.0,41.0,19/07/2023,5.0,34.5,34.5,06/07/2023,9.0,39.5,39.5,08/02/2023,7.0,43.5,43.5,22/01/2023,38.5,38.5,21/10/2022,39.0,39.0,22/04/2022,36.0,36.0,20/03/2022,,,,,,,13,19,202,27,52,416,1,1,2,1,2,9,1,4,13,9,22,100,1,1,2,2400.0,0.1,56.0,2400.0,0.1,54.0,2100.0,1.6,55.0,1600.0,3.7,55.0,WFRM,BM-72,ROSE,BM-72,TUNC,OPEN,NRME,OPEN,LONDON BRIDGE (USA),DEZHILLA,DANEHILL DANCER (IRE),HAWKESBURY,,,15.0,21.0,10.0,31.0,,27/09/23,19,22/01/23,11,21/10/22,17,22/04/22,14.0,20/03/22,13.0,,,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,19.0,55.0,56.5,57.0,54.5,,52.8
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,6,'4353,3.0,5.0,3.0,4.0,KARMAZONE,8.0,55.5,11.0,80.0,82.0,40,6,9,15.0,23.0,up,+  .0,eq,6124,14,0,1,1,0,3,7,0,0,0,0,0,0,1,6,21,3,3,14,2,0,5,6,6,1,5,4,5,,,DANIEL ROBINSON,8,G,Jett Stanley,a2.0,S7,B6,1.10,1.31,1.24,C,na,12.0,2.0,1.0,7.0,2.0,1.0,7.0,0.0,1.0,6.0,0.0,1.0,6.0,1.0,2.0,5.0,1.0,0.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,,,,,,,,,,45.5,09/08/23,50.5,03/12/22,42.5,08/12/21,45.5,09/08/23,50.5,03/12/22,1400 (2) 1600 (2) 1800 1880,1.0,1.0,6.0,0.0,1.0,4.0,42.5,42.5,11/10/2023,3.0,43.0,43.0,27/09/2023,5.0,39.5,39.5,09/09/2023,3.0,41.5,41.5,30/08/2023,4.0,45.5,45.5,09/08/2023,2.0,45.0,45.0,26/07/2023,4.0,44.5,44.5,15/07/2023,6.0,40.0,40.0,12/06/2023,4.0,45.5,45.5,12/10/2022,46.5,46.5,10/09/2022,47.0,47.0,03/07/2021,44.5,44.5,22/06/2021,41.0,44.0,11/10/2019,39.5,43.0,23/09/2019,11,25,116,62,126,497,0,0,0,0,3,10,1,5,15,0,4,19,0,0,0,2400.0,0.2,53.5,2400.0,2.4,57.0,2400.0,1.5,50.0,2200.0,3.9,57.5,WFRM,BM-72,ROSE,BM-72,ROSE,BM-78,WFRM,BM-72,EUROZONE,THAT'S KARMA,PENDRAGON (NZ),WYONG,,,17.0,4.5,12.0,6.5,,12/10/22,32,10/09/22,276,03/07/21,11,22/06/21,9.0,11/10/19,18.0,23/09/19,frs,0.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,15.0,1.0,4.0,19.0,57.5,58.0,57.5,59.0,,46.2
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,7,'3224,4.0,2.0,2.0,3.0,GOLDEN PASSPORT,3.0,54.5,5.0,99.0,95.0,10,1,6,10.0,60.0,up,+  .0,eq,6248,14,0,0,0,0,1,2,0,0,0,0,0,0,1,4,7,0,1,2,0,1,1,2,3,7,6,5,3,4.0,7.0,G WATERHOUSE & A BOTT,4,G,Tim Clark,,G1,O1,1.02,1.02,1.13,A,A,7.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,45.0,11/10/23,42.0,04/08/22,43.5,21/01/22,45.0,11/10/23,42.0,04/08/22,1500,0.0,0.0,0.0,0.0,0.0,1.0,45.0,45.0,11/10/2023,4.0,43.5,43.5,02/10/2023,2.0,43.0,43.5,23/09/2023,2.0,43.5,44.0,07/09/2023,3.0,42.0,43.0,27/08/2023,2.0,39.5,40.5,11/08/2023,1.0,33.0,41.0,26/08/2022,4.0,34.0,42.0,04/08/2022,3.0,,,,,,,,,,,,,,,,,,,49,83,357,81,133,522,0,0,1,111,128,540,348,507,1974,188,210,861,35,46,162,2400.0,0.2,55.5,2200.0,1.0,55.0,2000.0,1.0,59.0,2000.0,1.1,58.5,WFRM,BM-72,WFRM,BM-72,KEMB,CL1-SW,HAWK,BM-64,SEBRING,PRINCESS COUP,ENCOSTA DE LAGO,RANDWICK,,,5.0,6.0,2.6,3.2,,11/08/23,350,,,,,,,,,,,1.0,1.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,59.0,59.0,56.5,55.5,,85.8
